Learning Rate	Train Loss	Test Loss	
0.00100000	0.00074062	0.00074435	
0.00100000	0.00073322	0.00071453	
0.00100000	0.00072732	0.00074201	
0.00100000	0.00072607	0.00071518	
0.00100000	0.00073175	0.00073941	
0.00100000	0.00073568	0.00075293	
0.00100000	0.00073079	0.00079695	
0.00100000	0.00073285	0.00074536	
0.00100000	0.00074039	0.00073378	
0.00100000	0.00072900	0.00071033	
0.00100000	0.00072658	0.00071260	
0.00100000	0.00072990	0.00071588	
0.00100000	0.00072530	0.00072516	
0.00100000	0.00072212	0.00071142	
0.00100000	0.00072801	0.00072564	
0.00100000	0.00072204	0.00071366	
0.00100000	0.00071778	0.00068379	
0.00100000	0.00056537	0.00050614	
0.00100000	0.00050544	0.00051481	
0.00100000	0.00049984	0.00048780	
0.00100000	0.00048493	0.00033321	
0.00100000	0.00007476	0.00004294	
0.00100000	0.00003946	0.00003257	
0.00100000	0.00004156	0.00006674	
0.00100000	0.00003567	0.00003343	
0.00100000	0.00003480	0.00002771	
0.00100000	0.00004473	0.00002473	
0.00100000	0.00003888	0.00003459	
0.00100000	0.00003530	0.00003671	
0.00100000	0.00003530	0.00002294	
0.00100000	0.00003312	0.00004150	
0.00100000	0.00003931	0.00003527	
0.00100000	0.00003350	0.00001831	
0.00100000	0.00004046	0.00012792	
0.00100000	0.00004521	0.00002212	
0.00100000	0.00003236	0.00003120	
0.00100000	0.00003952	0.00007810	
0.00100000	0.00003330	0.00002291	
0.00100000	0.00002662	0.00004844	
0.00100000	0.00003710	0.00003197	
0.00100000	0.00002967	0.00002134	
0.00100000	0.00003042	0.00002448	
0.00100000	0.00003612	0.00004427	
0.00100000	0.00003306	0.00002374	
0.00100000	0.00003450	0.00003150	
0.00100000	0.00003325	0.00006036	
0.00100000	0.00002638	0.00001934	
0.00100000	0.00003325	0.00003576	
0.00100000	0.00004351	0.00007440	
0.00010000	0.00002542	0.00001142	
0.00010000	0.00002328	0.00000913	
0.00010000	0.00002068	0.00000807	
0.00010000	0.00002503	0.00000993	
0.00010000	0.00002070	0.00000820	
0.00010000	0.00001976	0.00000759	
0.00010000	0.00002110	0.00000765	
0.00010000	0.00002249	0.00000821	
0.00010000	0.00002416	0.00000836	
0.00010000	0.00002067	0.00000913	
0.00010000	0.00002430	0.00000893	
0.00010000	0.00002195	0.00000852	
0.00010000	0.00002121	0.00000855	
0.00010000	0.00002536	0.00000966	
0.00010000	0.00001946	0.00000796	
0.00010000	0.00001926	0.00000768	
0.00010000	0.00001982	0.00000708	
0.00010000	0.00002128	0.00000879	
0.00010000	0.00002468	0.00000727	
0.00010000	0.00002253	0.00000792	
0.00010000	0.00001797	0.00000740	
0.00010000	0.00002061	0.00000774	
0.00010000	0.00002242	0.00000844	
0.00010000	0.00002279	0.00001442	
0.00010000	0.00002471	0.00000808	
0.00010000	0.00002238	0.00000725	
0.00010000	0.00001953	0.00000817	
0.00010000	0.00002325	0.00000881	
0.00010000	0.00002510	0.00000738	
0.00010000	0.00002306	0.00001256	
0.00010000	0.00002185	0.00001022	
0.00010000	0.00002168	0.00000809	
0.00010000	0.00001976	0.00000742	
0.00010000	0.00002095	0.00000713	
0.00010000	0.00002093	0.00000709	
0.00010000	0.00002485	0.00000840	
0.00010000	0.00001839	0.00000789	
0.00010000	0.00002183	0.00000740	
0.00010000	0.00001982	0.00001169	
0.00010000	0.00002619	0.00000723	
0.00010000	0.00002221	0.00000923	
0.00010000	0.00002234	0.00000685	
0.00010000	0.00002547	0.00000851	
0.00010000	0.00002718	0.00000824	
0.00010000	0.00002232	0.00000820	
0.00010000	0.00002006	0.00000712	
0.00010000	0.00002261	0.00001168	
0.00010000	0.00002021	0.00000748	
0.00010000	0.00002137	0.00000694	
0.00010000	0.00002091	0.00000920	
0.00010000	0.00002120	0.00000718	
0.00010000	0.00001880	0.00000736	
0.00010000	0.00001951	0.00000793	
0.00010000	0.00001904	0.00000667	
0.00010000	0.00002254	0.00001026	
0.00010000	0.00002097	0.00000759	
0.00010000	0.00001887	0.00000696	
0.00010000	0.00001844	0.00000809	
0.00010000	0.00002305	0.00000793	
0.00010000	0.00002199	0.00001088	
0.00010000	0.00002245	0.00000735	
0.00010000	0.00002374	0.00000929	
0.00010000	0.00001995	0.00000771	
0.00010000	0.00002507	0.00000815	
0.00010000	0.00001520	0.00000792	
0.00010000	0.00002135	0.00000727	
0.00010000	0.00002036	0.00000713	
0.00010000	0.00001584	0.00000632	
0.00010000	0.00002062	0.00000768	
0.00010000	0.00002020	0.00000715	
0.00010000	0.00001985	0.00000729	
0.00010000	0.00001888	0.00000737	
0.00010000	0.00002008	0.00000752	
0.00010000	0.00001924	0.00000749	
0.00010000	0.00001997	0.00000904	
0.00010000	0.00002170	0.00000671	
0.00010000	0.00001966	0.00000856	
0.00010000	0.00001830	0.00000739	
0.00010000	0.00002070	0.00000753	
0.00010000	0.00001957	0.00000873	
0.00001000	0.00001924	0.00000749	
0.00001000	0.00002122	0.00000542	
0.00001000	0.00001461	0.00000554	
0.00001000	0.00001830	0.00000581	
0.00001000	0.00001652	0.00000566	
0.00001000	0.00001716	0.00000594	
0.00001000	0.00001870	0.00000572	
0.00001000	0.00001810	0.00000544	
0.00001000	0.00002186	0.00000549	
0.00001000	0.00001823	0.00000542	
0.00001000	0.00001697	0.00000569	
0.00001000	0.00001748	0.00000605	
0.00001000	0.00001581	0.00000544	
0.00001000	0.00002263	0.00000571	
0.00001000	0.00001703	0.00000618	
0.00001000	0.00001613	0.00000712	
0.00001000	0.00001734	0.00000610	
0.00001000	0.00001850	0.00000545	
0.00001000	0.00001541	0.00000538	
0.00001000	0.00001656	0.00000544	
0.00001000	0.00001792	0.00000528	
0.00001000	0.00001663	0.00000570	
0.00001000	0.00001950	0.00000547	
0.00001000	0.00001625	0.00000534	
0.00001000	0.00001574	0.00000544	
0.00001000	0.00001688	0.00000526	
0.00001000	0.00002136	0.00000528	
0.00001000	0.00001734	0.00000625	
0.00001000	0.00002042	0.00000602	
0.00001000	0.00001652	0.00000547	
0.00001000	0.00001900	0.00000562	
0.00001000	0.00001729	0.00000577	
0.00001000	0.00001677	0.00000531	
0.00001000	0.00001726	0.00000548	
0.00001000	0.00001952	0.00000544	
0.00001000	0.00001770	0.00000529	
0.00001000	0.00001681	0.00000532	
0.00001000	0.00001951	0.00000560	
0.00001000	0.00001613	0.00000560	
0.00001000	0.00001913	0.00000576	
0.00001000	0.00001646	0.00000550	
0.00001000	0.00002121	0.00000556	
0.00001000	0.00001979	0.00000535	
0.00001000	0.00001628	0.00000660	
0.00001000	0.00001676	0.00000529	
0.00001000	0.00001876	0.00000592	
0.00001000	0.00001826	0.00000636	
0.00001000	0.00001568	0.00000543	
0.00001000	0.00001949	0.00000539	
0.00001000	0.00001607	0.00000581	
